Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order type,Customer Order Code,Value,Currency,Items,Route
21.03.2011,09.04.2011,IT,P1356,Parka B,VO,ORD846657,90.8,RUB,23,R27
29.09.2009,19.03.2010,FR,P6049,Parka A,VO,ORD680719,72.73,RUB,47,R100
28.01.2011,08.03.2011,CN,P3542,Parka D,VO,ORD344119,425.55,EUR,46,R47
20.09.2011,13.02.2010,RU,P7193,Parka C,VO,ORD848794,236.91,EUR,10,R70
01.09.2009,12.06.2011,US,P7873,Parka A,VO,ORD582394,161.31,EUR,28,R95
07.06.2011,29.09.2009,UK,P8131,Parka C,VO,ORD528395,353.99,RUB,14,R8
10.07.2011,01.07.2009,ES,P2651,Parka C,VO,ORD910677,138.51,RUB,41,R97
01.12.2011,26.06.2009,CN,P6200,Parka D,VO,ORD906397,78.79,RUB,47,R31
09.05.2009,19.03.2012,RU,P2694,Parka C,VO,ORD660811,292.19,USD,18,R30
19.12.2011,26.08.2009,ES,P2681,Parka C,VO,ORD336476,174.81,EUR,46,R56
31.08.2009,30.11.2009,IT,P2630,Parka B,VO,ORD700256,180.46,RUB,10,R100
22.09.2011,13.04.2010,RU,P6951,Parka B,VO,ORD178984,385.5,RUB,20,R97
11.01.2011,18.11.2010,IT,P8911,Parka A,VO,ORD939613,57.07,USD,10,R81
04.01.2011,08.04.2010,ES,P2048,Parka C,VO,ORD615082,449.36,USD,27,R66
18.07.2010,30.01.2012,DE,P2884,Parka A,VO,ORD588214,472.06,RUB,11,R20
23.03.2011,09.06.2009,CN,P8399,Parka B,VO,ORD948711,345.02,USD,2,R27
09.02.2009,27.09.2011,RU,P9391,Parka B,VO,ORD651508,108.02,USD,47,R27
11.02.2009,16.01.2010,RU,P2919,Parka C,VO,ORD446784,200.07,USD,38,R44
06.08.2011,18.05.2010,CN,P6546,Parka D,VO,ORD777900,396.54,EUR,27,R65
07.04.2010,09.02.2011,IT,P9523,Parka A,VO,ORD896305,303.54,EUR,16,R27
12.06.2009,24.08.2009,IT,P3587,Parka C,VO,ORD736060,70.22,RUB,44,R54
14.05.2009,12.03.2010,IT,P2196,Parka D,VO,ORD966795,173.66,EUR,12,R84
02.08.2010,26.07.2009,UK,P7168,Parka B,VO,ORD942283,362.42,EUR,46,R19
08.11.2010,22.02.2010,RU,P8734,Parka B,VO,ORD177757,328.55,USD,30,R91
16.02.2010,14.01.2012,US,P8268,Parka C,VO,ORD865128,107.85,USD,1,R18
08.02.2009,02.02.2010,FR,P2924,Parka B,VO,ORD255513,258.99,USD,27,R20
25.08.2009,11.07.2009,UK,P5288,Parka C,VO,ORD485341,172.98,RUB,23,R61
13.09.2009,04.07.2010,RU,P6854,Parka B,VO,ORD351427,236.14,EUR,32,R17
24.01.2011,02.07.2010,ES,P6084,Parka D,VO,ORD565612,128.27,RUB,36,R46
02.01.2011,22.10.2010,CN,P3644,Parka C,VO,ORD373936,250.06,RUB,19,R93
20.05.2009,13.02.2012,DE,P9118,Parka B,VO,ORD821603,454.3,EUR,27,R84
06.06.2009,16.08.2010,UK,P2461,Parka A,VO,ORD808535,350.23,RUB,41,R62
03.02.2011,24.06.2009,FR,P6772,Parka A,VO,ORD951352,114.75,EUR,12,R13
16.01.2010,30.11.2009,US,P3295,Parka B,VO,ORD984962,77.6,USD,8,R5
16.03.2009,13.09.2010,RU,P1503,Parka C,VO,ORD198906,180.4,RUB,45,R7
28.09.2009,09.11.2009,IT,P1365,Parka A,VO,ORD652446,86.43,USD,39,R23
07.01.2011,02.10.2009,DE,P7065,Parka A,VO,ORD725528,81.12,USD,11,R85
22.12.2009,22.07.2009,US,P8707,Parka B,VO,ORD132439,476.58,USD,40,R66
06.08.2010,25.12.2010,CN,P4354,Parka C,VO,ORD344358,411.63,USD,35,R79
20.03.2009,03.08.2009,RU,P2580,Parka B,VO,ORD426406,275.97,RUB,31,R62
20.10.2010,15.07.2009,US,P8293,Parka B,VO,ORD467571,318.38,RUB,49,R43
06.10.2010,13.11.2011,RU,P8422,Parka B,VO,ORD290492,76.44,RUB,28,R14
13.03.2010,16.12.2009,RU,P1056,Parka B,VO,ORD787371,50.8,RUB,15,R67
10.02.2011,04.03.2010,ES,P9079,Parka A,VO,ORD412316,266.87,USD,25,R69
16.03.2011,28.12.2010,RU,P2488,Parka B,VO,ORD751725,182.68,RUB,21,R82
16.02.2011,28.05.2009,DE,P4813,Parka A,VO,ORD518642,113.97,USD,23,R59
19.12.2011,02.02.2011,DE,P1812,Parka A,VO,ORD310437,59.97,EUR,48,R8
27.08.2011,01.06.2009,DE,P3373,Parka D,VO,ORD516889,62.61,USD,50,R27
12.04.2009,21.06.2010,ES,P7780,Parka C,VO,ORD606299,253.79,EUR,43,R1
08.02.2010,10.02.2012,CN,P4547,Parka C,VO,ORD291009,154.69,RUB,28,R53
26.05.2011,15.09.2010,DE,P6998,Parka B,VO,ORD190477,300,USD,29,R37
23.08.2009,29.06.2011,IT,P6953,Parka A,VO,ORD600999,153.2,RUB,42,R26
11.05.2010,13.10.2009,CN,P4618,Parka A,VO,ORD708518,320.22,USD,22,R87
30.01.2011,01.08.2010,RU,P1071,Parka B,VO,ORD335244,233.59,EUR,32,R95
02.11.2009,16.02.2012,FR,P5434,Parka C,VO,ORD427309,488.41,RUB,32,R10
21.03.2011,04.06.2010,FR,P9302,Parka B,VO,ORD865252,272.44,USD,18,R69
11.02.2009,16.06.2010,DE,P2663,Parka B,VO,ORD970118,391.82,RUB,41,R39
01.11.2010,28.02.2010,RU,P9604,Parka B,VO,ORD983034,67.75,RUB,14,R63
22.06.2009,24.07.2009,CN,P2101,Parka C,VO,ORD341075,108.86,USD,10,R6
23.08.2009,24.01.2012,IT,P8535,Parka B,VO,ORD669015,341.33,EUR,3,R56
11.12.2010,17.03.2009,IT,P5358,Parka A,VO,ORD272069,422.78,RUB,17,R65
04.03.2010,12.05.2010,UK,P1524,Parka B,VO,ORD969507,138.35,RUB,10,R94
18.07.2009,27.11.2011,ES,P7963,Parka A,VO,ORD237886,459.66,USD,13,R76
20.10.2010,27.09.2009,UK,P7828,Parka D,VO,ORD196925,95.16,USD,43,R73
31.07.2011,19.06.2011,US,P3684,Parka A,VO,ORD277796,470,EUR,7,R70
12.10.2009,24.02.2011,IT,P9167,Parka A,VO,ORD311181,87.3,EUR,40,R95
18.10.2009,11.08.2011,US,P2049,Parka A,VO,ORD906497,421.81,EUR,15,R31
04.05.2011,07.04.2009,FR,P7659,Parka B,VO,ORD679879,437.86,RUB,21,R38
25.03.2011,24.09.2011,US,P5425,Parka C,VO,ORD315319,227.24,EUR,14,R36
13.05.2011,21.09.2009,CN,P7059,Parka C,VO,ORD869229,354.22,EUR,24,R23
18.02.2009,29.05.2009,ES,P7132,Parka D,VO,ORD149486,234.9,RUB,39,R68
06.10.2011,27.05.2011,UK,P2828,Parka C,VO,ORD933378,349.42,USD,36,R60
05.04.2010,13.06.2009,US,P9898,Parka A,VO,ORD939472,379.15,EUR,43,R57
06.12.2011,21.03.2009,FR,P4267,Parka B,VO,ORD193861,370.87,USD,27,R46
12.07.2011,14.06.2009,CN,P1054,Parka B,VO,ORD443154,483.97,EUR,38,R14
21.08.2009,17.05.2009,CN,P3721,Parka C,VO,ORD336787,163.3,USD,50,R84
11.12.2009,31.01.2010,CN,P3439,Parka A,VO,ORD827079,121.26,USD,48,R59
31.03.2011,24.08.2009,UK,P9866,Parka B,VO,ORD186461,484.86,USD,6,R1
19.11.2009,10.02.2011,RU,P7893,Parka B,VO,ORD164288,284.02,USD,4,R60
29.04.2009,06.12.2010,CN,P6051,Parka A,VO,ORD343924,444.74,EUR,12,R60
11.01.2011,24.11.2010,CN,P5390,Parka B,VO,ORD749370,69.84,EUR,29,R56
08.01.2010,14.11.2009,ES,P9961,Parka C,VO,ORD150143,114.74,RUB,4,R58
06.11.2010,05.11.2009,ES,P9086,Parka B,VO,ORD812901,149.56,USD,36,R41
23.03.2011,19.08.2010,ES,P7251,Parka D,VO,ORD767983,183.15,RUB,38,R33
23.08.2009,23.06.2010,RU,P2123,Parka D,VO,ORD958219,418.89,RUB,18,R53
14.07.2010,10.09.2011,IT,P2372,Parka A,VO,ORD791303,219.97,EUR,26,R75
28.02.2009,12.10.2011,UK,P4520,Parka B,VO,ORD401196,414.46,RUB,21,R54
28.05.2010,06.03.2012,IT,P6311,Parka D,VO,ORD797032,260.94,USD,14,R94
21.09.2011,15.06.2010,DE,P3808,Parka A,VO,ORD519839,432.41,RUB,12,R42
04.04.2009,30.01.2012,ES,P2567,Parka C,VO,ORD311769,272.24,RUB,29,R20
28.03.2011,13.10.2009,CN,P8626,Parka A,VO,ORD895874,230.49,EUR,46,R34
07.06.2010,07.07.2011,ES,P8469,Parka C,VO,ORD653053,208.8,EUR,7,R64
11.11.2010,31.12.2011,IT,P5021,Parka A,VO,ORD971316,446.08,RUB,1,R93
24.09.2009,17.04.2009,UK,P6299,Parka A,VO,ORD531151,290.39,USD,29,R78
29.01.2009,27.11.2009,IT,P1367,Parka D,VO,ORD508870,238.82,EUR,36,R4
30.06.2009,02.01.2012,RU,P5220,Parka C,VO,ORD327627,337.34,EUR,43,R2
02.08.2009,08.03.2011,RU,P8900,Parka A,VO,ORD722440,307.25,USD,49,R8
13.06.2009,10.04.2012,DE,P8435,Parka C,VO,ORD496935,454.48,USD,38,R62
13.09.2011,12.08.2010,IT,P1265,Parka A,VO,ORD570099,424.57,RUB,34,R20
19.11.2011,20.06.2011,US,P3250,Parka C,VO,ORD727970,260.64,RUB,49,R37
15.02.2010,20.02.2011,IT,P2798,Parka A,VO,ORD951747,219.95,EUR,22,R57
27.12.2010,26.10.2010,FR,P4257,Parka D,VO,ORD196079,409.17,EUR,28,R80
29.04.2009,08.07.2009,UK,P8890,Parka B,VO,ORD124566,412.95,USD,38,R52
15.07.2011,15.05.2011,US,P7133,Parka A,VO,ORD305726,413.77,RUB,25,R24
24.06.2010,16.10.2009,US,P5581,Parka A,VO,ORD461782,51.16,USD,13,R19
19.07.2010,06.10.2010,RU,P8841,Parka A,VO,ORD917665,451.08,RUB,23,R14
28.11.2010,06.10.2010,DE,P3408,Parka D,VO,ORD505780,430.71,RUB,11,R89
13.10.2009,25.10.2009,IT,P1313,Parka C,VO,ORD877537,152.01,USD,36,R47
19.05.2009,19.03.2010,IT,P8613,Parka D,VO,ORD954375,131.8,USD,16,R19
19.08.2009,07.02.2011,IT,P1983,Parka B,VO,ORD132609,226.91,USD,2,R3
18.07.2009,20.06.2011,DE,P5053,Parka A,VO,ORD678206,474.41,USD,25,R51
03.05.2010,27.01.2011,ES,P3518,Parka A,VO,ORD526511,226.45,EUR,4,R22
18.11.2011,02.04.2012,US,P1752,Parka C,VO,ORD372360,336.92,USD,7,R69
01.05.2009,12.06.2010,DE,P1354,Parka D,VO,ORD361276,309.48,RUB,18,R29
21.10.2011,01.06.2010,DE,P5680,Parka B,VO,ORD504597,148.35,USD,17,R94
03.04.2010,01.07.2009,CN,P6960,Parka C,VO,ORD486240,147.3,EUR,18,R81
25.01.2010,28.09.2010,RU,P9445,Parka A,VO,ORD681668,199.91,RUB,3,R10
01.09.2010,13.11.2010,UK,P7559,Parka B,VO,ORD762227,183.4,RUB,43,R100
03.07.2009,17.10.2010,FR,P2336,Parka D,VO,ORD568447,99.7,EUR,6,R26
05.12.2010,08.12.2011,US,P4968,Parka A,VO,ORD639021,499.61,USD,25,R10
11.02.2010,17.02.2009,RU,P8047,Parka A,VO,ORD494401,283.28,RUB,49,R71
18.07.2009,23.06.2011,US,P1067,Parka A,VO,ORD627005,353.31,RUB,44,R22
17.07.2011,23.05.2009,RU,P8670,Parka C,VO,ORD710186,135.79,RUB,29,R71
28.12.2009,20.10.2011,CN,P5922,Parka B,VO,ORD212556,490.78,RUB,11,R73
12.03.2010,02.08.2009,FR,P3015,Parka A,VO,ORD755575,317.94,RUB,20,R73
29.01.2011,09.09.2011,ES,P4885,Parka D,VO,ORD397142,324.61,EUR,11,R95
05.07.2009,11.10.2011,IT,P6781,Parka D,VO,ORD546288,272.48,USD,32,R72
15.12.2011,03.03.2009,IT,P6139,Parka C,VO,ORD533870,77.31,EUR,17,R46
25.07.2009,16.06.2009,FR,P3414,Parka C,VO,ORD684907,309.64,USD,43,R12
31.07.2009,14.03.2011,ES,P9519,Parka A,VO,ORD479483,285.95,EUR,21,R33
14.11.2009,27.08.2009,US,P5593,Parka A,VO,ORD462722,356.37,USD,40,R87
29.04.2011,15.12.2010,DE,P7438,Parka B,VO,ORD115255,167.54,RUB,23,R75
17.04.2011,24.12.2011,ES,P7780,Parka D,VO,ORD658399,200.46,RUB,33,R80
20.04.2009,13.01.2010,RU,P7761,Parka D,VO,ORD837375,129.84,RUB,29,R15
09.06.2011,02.10.2009,CN,P3712,Parka A,VO,ORD899420,345.5,RUB,1,R72
15.09.2010,18.12.2011,ES,P4075,Parka D,VO,ORD873793,121.23,EUR,18,R72
10.06.2010,18.04.2011,DE,P7924,Parka B,VO,ORD569948,101.4,RUB,29,R19
04.06.2010,17.01.2012,CN,P3182,Parka C,VO,ORD986756,109.41,EUR,42,R78
23.07.2010,22.02.2009,RU,P2099,Parka A,VO,ORD940276,154.56,EUR,8,R61
14.03.2011,06.01.2010,CN,P1909,Parka A,VO,ORD435220,352.68,EUR,50,R49
03.07.2010,04.10.2009,US,P1101,Parka D,VO,ORD899945,445.22,USD,12,R56
10.04.2010,22.10.2011,DE,P1267,Parka D,VO,ORD396129,458.77,USD,40,R96
21.03.2010,04.04.2010,CN,P9478,Parka B,VO,ORD737995,312.23,RUB,12,R26
04.06.2010,27.05.2010,RU,P9982,Parka B,VO,ORD666894,122.35,USD,50,R88
29.10.2010,26.11.2011,CN,P8677,Parka D,VO,ORD193144,222.94,RUB,49,R100
03.09.2009,28.11.2009,RU,P3401,Parka C,VO,ORD314511,412.7,RUB,19,R73
05.11.2010,11.02.2010,ES,P5817,Parka C,VO,ORD897990,231.87,EUR,24,R94
09.11.2010,22.04.2010,RU,P5480,Parka D,VO,ORD839328,52.51,RUB,15,R14
22.01.2011,01.04.2011,CN,P3891,Parka D,VO,ORD553336,202.04,USD,50,R50
07.07.2009,26.01.2012,ES,P4540,Parka D,VO,ORD796975,156.26,RUB,2,R6
07.03.2010,08.10.2010,CN,P2975,Parka B,VO,ORD817876,305.79,USD,27,R13
06.12.2011,10.05.2010,FR,P9241,Parka A,VO,ORD135820,268,EUR,33,R79
20.04.2010,05.11.2011,DE,P6754,Parka A,VO,ORD228576,85.93,USD,22,R69
10.06.2011,09.06.2009,IT,P6961,Parka C,VO,ORD847145,200.63,USD,33,R43
03.05.2010,21.10.2010,CN,P5311,Parka D,VO,ORD902022,57.87,USD,23,R33
30.04.2009,26.06.2011,DE,P2806,Parka C,VO,ORD927179,368.66,USD,25,R47
19.01.2011,06.11.2011,FR,P7579,Parka A,VO,ORD964914,285.15,RUB,35,R66
18.10.2009,28.08.2011,ES,P7020,Parka C,VO,ORD809786,182.31,EUR,23,R84
06.04.2010,06.08.2011,DE,P4083,Parka B,VO,ORD365610,217.16,EUR,19,R30
05.03.2010,23.04.2010,ES,P4622,Parka C,VO,ORD855477,478.61,USD,47,R98
12.05.2011,03.11.2009,FR,P9950,Parka B,VO,ORD281354,185.62,USD,14,R10
20.07.2011,01.09.2011,IT,P6355,Parka C,VO,ORD981798,439.7,USD,50,R91
19.06.2009,23.12.2011,IT,P9150,Parka B,VO,ORD101400,422.73,USD,25,R47
06.01.2011,27.01.2010,IT,P6304,Parka C,VO,ORD722180,437.86,EUR,48,R35
08.11.2009,25.12.2011,DE,P9146,Parka B,VO,ORD773979,488.52,RUB,6,R97
27.03.2011,19.12.2009,CN,P1353,Parka C,VO,ORD730033,90.76,USD,36,R66
25.05.2009,26.04.2011,UK,P8268,Parka A,VO,ORD704056,259.5,EUR,13,R86
09.01.2011,10.05.2012,CN,P5722,Parka D,VO,ORD149502,493.33,EUR,31,R99
02.11.2009,02.07.2010,ES,P2712,Parka C,VO,ORD302023,65.39,RUB,46,R81
10.08.2009,19.12.2011,UK,P4972,Parka B,VO,ORD801838,90.83,EUR,10,R75
23.06.2009,01.10.2010,US,P4062,Parka B,VO,ORD867753,275.34,USD,4,R45
27.03.2010,06.01.2012,UK,P7739,Parka D,VO,ORD122458,210.06,EUR,4,R70
16.06.2011,01.09.2010,US,P1050,Parka A,VO,ORD718413,333.71,RUB,48,R24
01.12.2011,15.08.2011,ES,P1986,Parka B,VO,ORD653172,277.31,EUR,21,R81
27.12.2010,01.03.2011,UK,P5269,Parka C,VO,ORD193192,491.69,RUB,9,R51
14.05.2009,06.06.2009,RU,P7045,Parka C,VO,ORD780627,312.89,USD,41,R46
19.12.2010,08.06.2011,IT,P9219,Parka B,VO,ORD119052,227.05,USD,46,R74
24.12.2010,02.09.2011,US,P3086,Parka B,VO,ORD197107,342.06,RUB,30,R49
14.10.2010,22.04.2011,US,P1257,Parka B,VO,ORD627567,350.52,USD,5,R79
16.01.2009,06.03.2010,FR,P6948,Parka C,VO,ORD257830,254.15,RUB,4,R2
19.03.2011,19.03.2011,DE,P5356,Parka D,VO,ORD347697,463.75,EUR,38,R57
05.03.2009,27.11.2011,DE,P7967,Parka C,VO,ORD793198,158.8,RUB,25,R23
06.01.2011,23.08.2010,IT,P5218,Parka C,VO,ORD223720,410.9,USD,9,R58
04.01.2011,10.01.2012,US,P1175,Parka A,VO,ORD166866,260.32,EUR,18,R99
29.12.2010,22.07.2011,DE,P8342,Parka A,VO,ORD373549,445.2,RUB,3,R65
08.09.2011,08.06.2009,ES,P1839,Parka C,VO,ORD183466,208.27,RUB,34,R96
28.04.2011,17.02.2010,RU,P4043,Parka A,VO,ORD366530,168.72,USD,49,R58
14.03.2010,06.01.2010,ES,P5569,Parka A,VO,ORD465234,248.07,USD,2,R90
28.02.2009,16.05.2010,IT,P6861,Parka A,VO,ORD121233,368.86,EUR,24,R55
23.04.2009,24.04.2012,DE,P2453,Parka A,VO,ORD336489,438.32,EUR,50,R76
26.06.2011,27.04.2009,DE,P6608,Parka C,VO,ORD341219,82.69,RUB,41,R88
05.10.2009,18.12.2010,CN,P1389,Parka D,VO,ORD143094,446.42,EUR,35,R29
26.12.2009,19.10.2010,FR,P3121,Parka A,VO,ORD170998,266.94,EUR,44,R64
14.06.2011,11.02.2012,DE,P5874,Parka C,VO,ORD737546,120.31,RUB,19,R67
09.09.2009,30.01.2010,FR,P9906,Parka D,VO,ORD405074,86.07,RUB,11,R24
11.01.2009,27.03.2010,DE,P8754,Parka B,VO,ORD771295,108.82,USD,12,R74
29.08.2011,25.05.2009,ES,P7489,Parka B,VO,ORD707379,357.71,EUR,18,R1
09.03.2009,08.10.2010,US,P9482,Parka B,VO,ORD493881,92.82,RUB,43,R87
11.12.2009,04.12.2011,US,P9237,Parka C,VO,ORD211549,471.39,EUR,22,R41
06.10.2010,20.04.2011,FR,P1300,Parka B,VO,ORD876538,134.73,USD,6,R56
20.06.2010,19.02.2012,FR,P5482,Parka B,VO,ORD696862,160.55,USD,36,R24
22.08.2011,04.05.2009,UK,P2029,Parka B,VO,ORD598198,273.61,USD,43,R47
28.10.2011,18.07.2009,RU,P1374,Parka B,VO,ORD358490,450.22,USD,30,R23
04.05.2009,05.02.2012,US,P1308,Parka D,VO,ORD907122,77.07,RUB,36,R62
16.09.2010,01.10.2011,FR,P8975,Parka D,VO,ORD759687,433.62,USD,41,R75
21.11.2009,18.03.2012,RU,P9625,Parka C,VO,ORD608946,433.26,RUB,9,R33
07.03.2009,04.11.2010,US,P5550,Parka A,VO,ORD259732,116.1,RUB,22,R84
01.10.2010,29.06.2011,DE,P6338,Parka C,VO,ORD437441,188.4,EUR,24,R1
24.10.2009,25.10.2009,ES,P7020,Parka C,VO,ORD234326,250.29,USD,26,R24
14.07.2009,06.09.2010,US,P8618,Parka A,VO,ORD579782,214.68,USD,24,R65
13.07.2010,12.02.2011,DE,P2892,Parka D,VO,ORD294142,284.33,EUR,20,R52
21.06.2009,10.03.2011,DE,P4094,Parka A,VO,ORD701772,441.59,EUR,49,R87
13.05.2010,15.10.2011,DE,P8846,Parka D,VO,ORD941138,435.88,EUR,26,R96
12.04.2010,28.07.2010,ES,P9129,Parka B,VO,ORD836993,245.21,USD,33,R58
09.08.2009,15.01.2010,IT,P9627,Parka A,VO,ORD525590,349.21,EUR,43,R50
03.06.2011,18.12.2011,DE,P1443,Parka C,VO,ORD574226,480.01,RUB,16,R2
06.08.2011,23.03.2011,RU,P7042,Parka A,VO,ORD720185,477.95,EUR,23,R6
10.04.2009,10.06.2010,ES,P3273,Parka C,VO,ORD621016,215.08,RUB,4,R93
12.08.2011,04.11.2010,FR,P8219,Parka B,VO,ORD634173,123.22,RUB,46,R68
03.03.2010,23.02.2010,ES,P6850,Parka A,VO,ORD449005,341.54,USD,23,R80
21.03.2010,26.12.2011,UK,P8143,Parka A,VO,ORD622594,458.58,USD,16,R80
27.06.2009,11.03.2010,US,P9619,Parka D,VO,ORD999939,216.28,EUR,22,R30
20.03.2011,30.01.2010,UK,P6936,Parka A,VO,ORD857014,382.22,EUR,44,R79
24.04.2010,04.02.2010,UK,P4588,Parka B,VO,ORD361560,134.92,USD,43,R39
28.11.2009,28.03.2012,DE,P2878,Parka A,VO,ORD937639,423.47,EUR,24,R89
01.02.2010,06.02.2011,CN,P5309,Parka B,VO,ORD912406,83.56,USD,47,R90
25.12.2009,04.09.2009,CN,P2991,Parka B,VO,ORD139135,285.44,USD,39,R11
20.03.2011,20.09.2011,US,P8474,Parka D,VO,ORD508157,317.71,EUR,24,R17
16.06.2011,23.11.2011,CN,P1811,Parka A,VO,ORD246763,360.1,RUB,1,R83
03.04.2011,07.01.2010,UK,P4632,Parka D,VO,ORD915533,72.43,EUR,40,R81
10.02.2009,14.01.2011,FR,P3432,Parka C,VO,ORD186508,216.32,USD,34,R70
20.05.2009,31.10.2009,RU,P6043,Parka A,VO,ORD853461,379.66,USD,17,R50
14.05.2010,09.04.2010,DE,P1903,Parka A,VO,ORD317131,315.54,EUR,5,R95
26.08.2011,29.08.2009,FR,P4295,Parka C,VO,ORD124308,416.53,RUB,3,R46
13.01.2011,08.04.2010,FR,P9968,Parka D,VO,ORD877501,424.03,EUR,14,R29
22.04.2009,18.02.2010,UK,P8527,Parka D,VO,ORD172371,291.32,RUB,40,R45
15.07.2011,29.10.2011,RU,P6371,Parka B,VO,ORD942340,231.88,RUB,28,R77
16.03.2011,11.08.2011,CN,P6341,Parka B,VO,ORD974847,105.9,USD,20,R100
03.02.2009,24.01.2010,UK,P5925,Parka B,VO,ORD240623,93.84,USD,28,R87
19.12.2011,06.02.2011,US,P7056,Parka A,VO,ORD261875,235.98,EUR,35,R96
07.08.2009,21.03.2010,ES,P1548,Parka B,VO,ORD310460,170.93,EUR,16,R8
14.10.2010,19.12.2010,UK,P7969,Parka A,VO,ORD973732,469.37,EUR,30,R62
05.11.2010,18.06.2010,US,P3223,Parka A,VO,ORD465325,453.19,USD,47,R50
27.05.2011,28.11.2010,FR,P9356,Parka C,VO,ORD704773,317.14,EUR,37,R8
05.01.2009,06.09.2009,DE,P8678,Parka A,VO,ORD227146,223.8,RUB,9,R30
05.12.2009,02.12.2011,RU,P4086,Parka C,VO,ORD445351,186.05,EUR,33,R6
03.05.2010,15.05.2010,IT,P7138,Parka A,VO,ORD163306,324.97,USD,21,R13
17.12.2011,05.05.2010,US,P4702,Parka C,VO,ORD284404,258.72,USD,1,R45
15.09.2009,02.03.2009,IT,P5889,Parka B,VO,ORD516412,59.56,RUB,3,R40
11.09.2009,18.10.2011,ES,P5116,Parka B,VO,ORD139741,260.95,EUR,28,R48
05.05.2009,10.05.2009,FR,P2897,Parka D,VO,ORD987562,299.76,USD,19,R19
06.02.2011,13.08.2011,IT,P3799,Parka A,VO,ORD130339,427.06,RUB,15,R1
24.10.2010,13.03.2012,US,P3417,Parka D,VO,ORD886467,87.63,RUB,39,R21
24.07.2010,09.02.2011,RU,P7740,Parka A,VO,ORD662884,220.17,USD,33,R35
13.01.2011,04.04.2010,RU,P9351,Parka A,VO,ORD719994,448.32,RUB,44,R5
30.12.2009,19.09.2009,DE,P8365,Parka D,VO,ORD785860,484.38,EUR,49,R34
31.12.2011,20.10.2011,RU,P3394,Parka A,VO,ORD969620,146,EUR,35,R63
09.11.2010,31.08.2010,RU,P9425,Parka C,VO,ORD147810,357,USD,2,R17
08.10.2010,10.10.2010,FR,P5867,Parka D,VO,ORD298066,378.15,USD,41,R73
28.11.2011,23.02.2010,CN,P2046,Parka B,VO,ORD495899,477.63,RUB,29,R84
22.02.2010,14.11.2009,DE,P1825,Parka C,VO,ORD657415,206.05,USD,50,R30
27.11.2009,27.10.2011,RU,P9802,Parka C,VO,ORD181978,387.97,USD,16,R69
05.05.2011,01.03.2011,DE,P2306,Parka A,VO,ORD991603,335.87,USD,42,R6
14.04.2009,28.11.2010,RU,P4913,Parka D,VO,ORD652541,435.1,EUR,1,R47
13.07.2011,22.01.2012,RU,P3864,Parka B,VO,ORD792896,127.92,RUB,8,R81
28.03.2009,05.07.2009,IT,P7493,Parka C,VO,ORD685677,192.9,USD,4,R29
06.12.2011,06.09.2011,DE,P6746,Parka A,VO,ORD803860,175.14,USD,45,R50
19.12.2010,07.07.2010,IT,P8419,Parka D,VO,ORD686370,81.41,RUB,18,R45
23.11.2011,17.06.2011,DE,P7091,Parka B,VO,ORD532947,478.51,EUR,35,R56
28.04.2011,30.05.2011,US,P8922,Parka D,VO,ORD300648,307.56,EUR,37,R79
27.11.2009,15.01.2011,ES,P1004,Parka C,VO,ORD184475,345.85,EUR,45,R100
06.02.2011,07.06.2009,US,P6953,Parka B,VO,ORD594905,379.84,EUR,44,R53
31.08.2011,04.01.2011,DE,P4403,Parka C,VO,ORD358972,492.92,USD,47,R35
06.12.2010,06.04.2011,CN,P8054,Parka A,VO,ORD565181,144.61,EUR,45,R54
23.11.2011,11.09.2011,UK,P1226,Parka C,VO,ORD519242,314.91,RUB,45,R60
03.04.2010,21.06.2011,RU,P2236,Parka D,VO,ORD472130,237.75,RUB,27,R65
14.01.2010,08.10.2009,ES,P1408,Parka C,VO,ORD710103,94.59,USD,50,R97
05.09.2011,01.03.2010,RU,P3562,Parka A,VO,ORD932981,394.87,EUR,46,R26
21.03.2009,01.07.2011,RU,P7104,Parka A,VO,ORD405034,332.31,RUB,1,R36
08.12.2010,26.01.2012,CN,P8418,Parka B,VO,ORD350602,261.77,EUR,24,R48
02.07.2010,26.04.2010,ES,P5326,Parka A,VO,ORD347535,289.81,RUB,19,R39
04.06.2010,27.04.2010,DE,P4095,Parka D,VO,ORD992944,279.18,EUR,35,R60
19.06.2011,31.12.2009,CN,P2496,Parka C,VO,ORD866051,226.14,RUB,20,R2
03.07.2011,27.12.2009,UK,P2334,Parka D,VO,ORD771529,263.06,EUR,16,R94
15.04.2009,28.06.2009,DE,P7974,Parka D,VO,ORD958381,428.7,EUR,38,R3
16.07.2009,07.05.2010,DE,P4914,Parka B,VO,ORD376320,55.84,EUR,37,R64
18.08.2011,01.03.2010,IT,P2052,Parka B,VO,ORD570916,175.49,RUB,20,R67
02.04.2010,13.06.2010,ES,P8883,Parka A,VO,ORD527405,227.53,RUB,23,R97
03.08.2011,01.07.2010,FR,P1400,Parka D,VO,ORD280848,193.27,EUR,3,R56
01.10.2010,07.01.2011,RU,P1168,Parka C,VO,ORD243717,204.49,USD,21,R35
28.07.2009,29.12.2011,FR,P9211,Parka D,VO,ORD526349,139.19,USD,21,R6
18.10.2011,29.04.2012,CN,P6924,Parka D,VO,ORD269890,181.74,USD,21,R87
08.06.2009,16.01.2012,UK,P4516,Parka A,VO,ORD363667,349.55,RUB,20,R13
